participant_id,condition,phase,item,value,item_label,is_reverse,construct,block_position,timestamps
1661J,C,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_4,7.0,B4 constructive interference,False,Intermediality Index,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_5,2.0,B5 destructive interference,True,Intermediality Index,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_6,4.0,B6 overload,True,Intermediality Index,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_7,2.0,B7 expectation match,False,Mismatch Index,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_8,5.0,B8 interpretation change,False,Mismatch Index,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_9,4.0,B9 plausible causal story,False,,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_10,5.0,B10 system autonomy,False,,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_11,7.0,B11 relied on visual cues,False,,3,2026-01-06 12:39:14.747994+00:00
1661J,C,post,B_12,1.0,B12 relied on theory cues,False,,3,2026-01-06 12:39:14.747994+00:00
1661J,A,end,rank,3.0,Preference rank (1=best),False,,2,2026-01-06 12:43:49.687755+00:00
1661J,B,end,rank,2.0,Preference rank (1=best),False,,1,2026-01-06 12:43:49.687755+00:00
1661J,C,end,rank,1.0,Preference rank (1=best),False,,3,2026-01-06 12:43:49.687755+00:00
1661J,C,end,most_intermedial,1.0,Most intermedial,False,,3,2026-01-06 12:43:49.687755+00:00
1661J,C,end,biggest_mismatch,1.0,Biggest mismatch,False,,3,2026-01-06 12:43:49.687755+00:00
3483M,B,post,B_1,7.0,B1 same-process,False,Intermediality Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_2,7.0,B2 balanced modalities,False,Intermediality Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_5,5.0,B5 destructive interference,True,Intermediality Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_6,3.0,B6 overload,True,Intermediality Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_7,4.0,B7 expectation match,False,Mismatch Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_8,3.0,B8 interpretation change,False,Mismatch Index,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_9,4.0,B9 plausible causal story,False,,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_10,2.0,B10 system autonomy,False,,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_11,1.0,B11 relied on visual cues,False,,1,2026-01-06 15:33:29.125855+00:00
3483M,B,post,B_12,2.0,B12 relied on theory cues,False,,1,2026-01-06 15:33:29.125855+00:00
3483M,C,pre,A_1,5.0,A1 satisfaction,False,,2,2026-01-06 15:56:03.443921+00:00
3483M,C,pre,A_2,2.0,A2 intention clarity,False,Agency Index,2,2026-01-06 15:56:03.443921+00:00
3483M,C,pre,A_3,4.0,A3 steerability,False,Agency Index,2,2026-01-06 15:56:03.443921+00:00
3483M,C,pre,A_4,4.0,A4 interface workable,False,Agency Index,2,2026-01-06 15:56:03.443921+00:00
3483M,C,pre,A_5,5.0,A5 useful surprise,False,,2,2026-01-06 15:56:03.443921+00:00
3483M,C,pre,A_6,3.0,A6 frustrating unpredictability,True,Agency Index,2,2026-01-06 15:56:03.443921+00:00
3483M,C,pre,A_7,4.0,A7 others would find interesting,False,,2,2026-01-06 15:56:03.443921+00:00
3483M,C,post,B_1,7.0,B1 same-process,False,Intermediality Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_2,3.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_5,2.0,B5 destructive interference,True,Intermediality Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_6,1.0,B6 overload,True,Intermediality Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_9,3.0,B9 plausible causal story,False,,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_10,2.0,B10 system autonomy,False,,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_11,2.0,B11 relied on visual cues,False,,2,2026-01-06 16:02:36.030570+00:00
3483M,C,post,B_12,2.0,B12 relied on theory cues,False,,2,2026-01-06 16:02:36.030570+00:00
3483M,A,pre,A_1,4.0,A1 satisfaction,False,,3,2026-01-06 16:14:26.656392+00:00
3483M,A,pre,A_2,3.0,A2 intention clarity,False,Agency Index,3,2026-01-06 16:14:26.656392+00:00
3483M,A,pre,A_3,4.0,A3 steerability,False,Agency Index,3,2026-01-06 16:14:26.656392+00:00
3483M,A,pre,A_4,4.0,A4 interface workable,False,Agency Index,3,2026-01-06 16:14:26.656392+00:00
3483M,A,pre,A_5,5.0,A5 useful surprise,False,,3,2026-01-06 16:14:26.656392+00:00
3483M,A,pre,A_6,4.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-06 16:14:26.656392+00:00
3483M,A,pre,A_7,4.0,A7 others would find interesting,False,,3,2026-01-06 16:14:26.656392+00:00
3483M,A,post,B_1,7.0,B1 same-process,False,Intermediality Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_2,6.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_5,4.0,B5 destructive interference,True,Intermediality Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_6,2.0,B6 overload,True,Intermediality Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_7,4.0,B7 expectation match,False,Mismatch Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_8,6.0,B8 interpretation change,False,Mismatch Index,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_9,4.0,B9 plausible causal story,False,,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_10,3.0,B10 system autonomy,False,,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_11,6.0,B11 relied on visual cues,False,,3,2026-01-06 16:23:15.612402+00:00
3483M,A,post,B_12,3.0,B12 relied on theory cues,False,,3,2026-01-06 16:23:15.612402+00:00
3483M,A,end,rank,2.0,Preference rank (1=best),False,,3,2026-01-06 16:39:44.596394+00:00
3483M,B,end,rank,3.0,Preference rank (1=best),False,,1,2026-01-06 16:39:44.596394+00:00
3483M,C,end,rank,1.0,Preference rank (1=best),False,,2,2026-01-06 16:39:44.596394+00:00
3483M,A,end,biggest_mismatch,1.0,Biggest mismatch,False,,3,2026-01-06 16:39:44.596394+00:00
4939Z,C,pre,A_1,5.0,A1 satisfaction,False,,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,pre,A_2,4.0,A2 intention clarity,False,Agency Index,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,pre,A_3,5.0,A3 steerability,False,Agency Index,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,pre,A_4,3.0,A4 interface workable,False,Agency Index,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,pre,A_5,6.0,A5 useful surprise,False,,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,pre,A_6,6.0,A6 frustrating unpredictability,True,Agency Index,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,pre,A_7,3.0,A7 others would find interesting,False,,1,2026-01-06 18:47:29.420792+00:00
4939Z,C,post,B_1,6.0,B1 same-process,False,Intermediality Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_2,3.0,B2 balanced modalities,False,Intermediality Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_5,5.0,B5 destructive interference,True,Intermediality Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_6,2.0,B6 overload,True,Intermediality Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_8,7.0,B8 interpretation change,False,Mismatch Index,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_9,6.0,B9 plausible causal story,False,,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_10,5.0,B10 system autonomy,False,,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_11,5.0,B11 relied on visual cues,False,,1,2026-01-06 19:01:05.884744+00:00
4939Z,C,post,B_12,6.0,B12 relied on theory cues,False,,1,2026-01-06 19:01:05.884744+00:00
4939Z,A,pre,A_1,5.0,A1 satisfaction,False,,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,pre,A_2,6.0,A2 intention clarity,False,Agency Index,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,pre,A_3,6.0,A3 steerability,False,Agency Index,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,pre,A_4,6.0,A4 interface workable,False,Agency Index,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,pre,A_5,4.0,A5 useful surprise,False,,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,pre,A_6,3.0,A6 frustrating unpredictability,True,Agency Index,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,pre,A_7,5.0,A7 others would find interesting,False,,2,2026-01-06 19:12:40.116898+00:00
4939Z,A,post,B_1,3.0,B1 same-process,False,Intermediality Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_4,5.0,B4 constructive interference,False,Intermediality Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_5,6.0,B5 destructive interference,True,Intermediality Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_6,2.0,B6 overload,True,Intermediality Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_7,3.0,B7 expectation match,False,Mismatch Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_8,5.0,B8 interpretation change,False,Mismatch Index,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_9,3.0,B9 plausible causal story,False,,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_10,5.0,B10 system autonomy,False,,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_11,7.0,B11 relied on visual cues,False,,2,2026-01-06 19:25:12.529143+00:00
4939Z,A,post,B_12,2.0,B12 relied on theory cues,False,,2,2026-01-06 19:25:12.529143+00:00
4939Z,B,pre,A_1,6.0,A1 satisfaction,False,,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,pre,A_2,6.0,A2 intention clarity,False,Agency Index,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,pre,A_3,5.0,A3 steerability,False,Agency Index,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,pre,A_4,5.0,A4 interface workable,False,Agency Index,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,pre,A_5,4.0,A5 useful surprise,False,,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,pre,A_6,6.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,pre,A_7,3.0,A7 others would find interesting,False,,3,2026-01-06 19:37:39.226339+00:00
4939Z,B,post,B_1,6.0,B1 same-process,False,Intermediality Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_2,5.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_5,3.0,B5 destructive interference,True,Intermediality Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_6,6.0,B6 overload,True,Intermediality Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_7,3.0,B7 expectation match,False,Mismatch Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_8,6.0,B8 interpretation change,False,Mismatch Index,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_9,2.0,B9 plausible causal story,False,,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_10,7.0,B10 system autonomy,False,,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_11,1.0,B11 relied on visual cues,False,,3,2026-01-06 19:53:06.203242+00:00
4939Z,B,post,B_12,6.0,B12 relied on theory cues,False,,3,2026-01-06 19:53:06.203242+00:00
4939Z,A,end,rank,2.0,Preference rank (1=best),False,,2,2026-01-06 20:12:46.415747+00:00
4939Z,B,end,rank,1.0,Preference rank (1=best),False,,3,2026-01-06 20:12:46.415747+00:00
4939Z,C,end,rank,3.0,Preference rank (1=best),False,,1,2026-01-06 20:12:46.415747+00:00
4939Z,B,end,most_intermedial,1.0,Most intermedial,False,,3,2026-01-06 20:12:46.415747+00:00
4939Z,B,end,biggest_mismatch,1.0,Biggest mismatch,False,,3,2026-01-06 20:12:46.415747+00:00
4069S,C,pre,A_1,6.0,A1 satisfaction,False,,1,2026-01-07 11:46:24.205079+00:00
4069S,C,pre,A_2,4.0,A2 intention clarity,False,Agency Index,1,2026-01-07 11:46:24.205079+00:00
4069S,C,pre,A_3,5.0,A3 steerability,False,Agency Index,1,2026-01-07 11:46:24.205079+00:00
4069S,C,pre,A_4,3.0,A4 interface workable,False,Agency Index,1,2026-01-07 11:46:24.205079+00:00
4069S,C,pre,A_5,6.0,A5 useful surprise,False,,1,2026-01-07 11:46:24.205079+00:00
4069S,C,pre,A_6,4.0,A6 frustrating unpredictability,True,Agency Index,1,2026-01-07 11:46:24.205079+00:00
4069S,C,pre,A_7,3.0,A7 others would find interesting,False,,1,2026-01-07 11:46:24.205079+00:00
4069S,C,post,B_1,7.0,B1 same-process,False,Intermediality Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_2,7.0,B2 balanced modalities,False,Intermediality Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_3,7.0,B3 coherent/legible relationship,False,Intermediality Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_4,7.0,B4 constructive interference,False,Intermediality Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_5,7.0,B5 destructive interference,True,Intermediality Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_6,2.0,B6 overload,True,Intermediality Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_9,2.0,B9 plausible causal story,False,,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_10,5.0,B10 system autonomy,False,,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_11,6.0,B11 relied on visual cues,False,,1,2026-01-07 11:55:55.038272+00:00
4069S,C,post,B_12,1.0,B12 relied on theory cues,False,,1,2026-01-07 11:55:55.038272+00:00
4069S,B,pre,A_1,5.0,A1 satisfaction,False,,2,2026-01-07 12:04:28.985339+00:00
4069S,B,pre,A_2,2.0,A2 intention clarity,False,Agency Index,2,2026-01-07 12:04:28.985339+00:00
4069S,B,pre,A_3,2.0,A3 steerability,False,Agency Index,2,2026-01-07 12:04:28.985339+00:00
4069S,B,pre,A_4,2.0,A4 interface workable,False,Agency Index,2,2026-01-07 12:04:28.985339+00:00
4069S,B,pre,A_5,4.0,A5 useful surprise,False,,2,2026-01-07 12:04:28.985339+00:00
4069S,B,pre,A_6,1.0,A6 frustrating unpredictability,True,Agency Index,2,2026-01-07 12:04:28.985339+00:00
4069S,B,pre,A_7,2.0,A7 others would find interesting,False,,2,2026-01-07 12:04:28.985339+00:00
4069S,B,post,B_1,6.0,B1 same-process,False,Intermediality Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_2,3.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_3,3.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_4,7.0,B4 constructive interference,False,Intermediality Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_5,1.0,B5 destructive interference,True,Intermediality Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_6,2.0,B6 overload,True,Intermediality Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_7,7.0,B7 expectation match,False,Mismatch Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_9,5.0,B9 plausible causal story,False,,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_10,7.0,B10 system autonomy,False,,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_11,1.0,B11 relied on visual cues,False,,2,2026-01-07 12:12:49.647375+00:00
4069S,B,post,B_12,1.0,B12 relied on theory cues,False,,2,2026-01-07 12:12:49.647375+00:00
4069S,A,pre,A_1,7.0,A1 satisfaction,False,,3,2026-01-07 12:21:46.545534+00:00
4069S,A,pre,A_2,7.0,A2 intention clarity,False,Agency Index,3,2026-01-07 12:21:46.545534+00:00
4069S,A,pre,A_3,6.0,A3 steerability,False,Agency Index,3,2026-01-07 12:21:46.545534+00:00
4069S,A,pre,A_4,5.0,A4 interface workable,False,Agency Index,3,2026-01-07 12:21:46.545534+00:00
4069S,A,pre,A_5,4.0,A5 useful surprise,False,,3,2026-01-07 12:21:46.545534+00:00
4069S,A,pre,A_6,2.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-07 12:21:46.545534+00:00
4069S,A,pre,A_7,5.0,A7 others would find interesting,False,,3,2026-01-07 12:21:46.545534+00:00
5747E,C,pre,A_1,6.0,A1 satisfaction,False,,1,2026-01-09 15:15:43.909699+00:00
5747E,C,pre,A_2,5.0,A2 intention clarity,False,Agency Index,1,2026-01-09 15:15:43.909699+00:00
5747E,C,pre,A_3,4.0,A3 steerability,False,Agency Index,1,2026-01-09 15:15:43.909699+00:00
5747E,C,pre,A_4,5.0,A4 interface workable,False,Agency Index,1,2026-01-09 15:15:43.909699+00:00
5747E,C,pre,A_5,6.0,A5 useful surprise,False,,1,2026-01-09 15:15:43.909699+00:00
5747E,C,pre,A_6,1.0,A6 frustrating unpredictability,True,Agency Index,1,2026-01-09 15:15:43.909699+00:00
5747E,C,pre,A_7,5.0,A7 others would find interesting,False,,1,2026-01-09 15:15:43.909699+00:00
4069S,A,post,B_1,7.0,B1 same-process,False,Intermediality Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_2,7.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_3,7.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-07 12:28:30.549302+00:00
