participant_id,condition,phase,item,value,item_label,is_reverse,construct,block_position,timestamps
4069S,A,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_5,1.0,B5 destructive interference,True,Intermediality Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_6,5.0,B6 overload,True,Intermediality Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_7,3.0,B7 expectation match,False,Mismatch Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_9,5.0,B9 plausible causal story,False,,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_10,6.0,B10 system autonomy,False,,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_11,7.0,B11 relied on visual cues,False,,3,2026-01-07 12:28:30.549302+00:00
4069S,A,post,B_12,1.0,B12 relied on theory cues,False,,3,2026-01-07 12:28:30.549302+00:00
4069S,A,end,rank,2.0,Preference rank (1=best),False,,3,2026-01-07 12:37:46.641908+00:00
4069S,B,end,rank,3.0,Preference rank (1=best),False,,2,2026-01-07 12:37:46.641908+00:00
4069S,C,end,rank,1.0,Preference rank (1=best),False,,1,2026-01-07 12:37:46.641908+00:00
4069S,C,end,most_intermedial,1.0,Most intermedial,False,,1,2026-01-07 12:37:46.641908+00:00
4069S,B,end,biggest_mismatch,1.0,Biggest mismatch,False,,2,2026-01-07 12:37:46.641908+00:00
6770L,A,pre,A_1,7.0,A1 satisfaction,False,,1,2026-01-07 14:53:01.379398+00:00
6770L,A,pre,A_2,6.0,A2 intention clarity,False,Agency Index,1,2026-01-07 14:53:01.379398+00:00
6770L,A,pre,A_3,6.0,A3 steerability,False,Agency Index,1,2026-01-07 14:53:01.379398+00:00
6770L,A,pre,A_4,6.0,A4 interface workable,False,Agency Index,1,2026-01-07 14:53:01.379398+00:00
6770L,A,pre,A_5,7.0,A5 useful surprise,False,,1,2026-01-07 14:53:01.379398+00:00
6770L,A,pre,A_6,4.0,A6 frustrating unpredictability,True,Agency Index,1,2026-01-07 14:53:01.379398+00:00
6770L,A,pre,A_7,6.0,A7 others would find interesting,False,,1,2026-01-07 14:53:01.379398+00:00
6770L,A,post,B_1,5.0,B1 same-process,False,Intermediality Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_4,4.0,B4 constructive interference,False,Intermediality Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_5,1.0,B5 destructive interference,True,Intermediality Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_6,1.0,B6 overload,True,Intermediality Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_7,3.0,B7 expectation match,False,Mismatch Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_8,1.0,B8 interpretation change,False,Mismatch Index,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_9,5.0,B9 plausible causal story,False,,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_10,3.0,B10 system autonomy,False,,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_11,7.0,B11 relied on visual cues,False,,1,2026-01-07 15:05:17.803827+00:00
6770L,A,post,B_12,2.0,B12 relied on theory cues,False,,1,2026-01-07 15:05:17.803827+00:00
6770L,B,pre,A_1,6.0,A1 satisfaction,False,,2,2026-01-07 15:20:25.361976+00:00
6770L,B,pre,A_2,7.0,A2 intention clarity,False,Agency Index,2,2026-01-07 15:20:25.361976+00:00
6770L,B,pre,A_3,5.0,A3 steerability,False,Agency Index,2,2026-01-07 15:20:25.361976+00:00
6770L,B,pre,A_4,6.0,A4 interface workable,False,Agency Index,2,2026-01-07 15:20:25.361976+00:00
6770L,B,pre,A_5,5.0,A5 useful surprise,False,,2,2026-01-07 15:20:25.361976+00:00
6770L,B,pre,A_6,6.0,A6 frustrating unpredictability,True,Agency Index,2,2026-01-07 15:20:25.361976+00:00
6770L,B,pre,A_7,7.0,A7 others would find interesting,False,,2,2026-01-07 15:20:25.361976+00:00
6770L,B,post,B_1,7.0,B1 same-process,False,Intermediality Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_2,7.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_3,7.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_5,1.0,B5 destructive interference,True,Intermediality Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_6,1.0,B6 overload,True,Intermediality Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_7,6.0,B7 expectation match,False,Mismatch Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_8,7.0,B8 interpretation change,False,Mismatch Index,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_9,6.0,B9 plausible causal story,False,,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_10,4.0,B10 system autonomy,False,,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_11,1.0,B11 relied on visual cues,False,,2,2026-01-07 15:30:57.204060+00:00
6770L,B,post,B_12,7.0,B12 relied on theory cues,False,,2,2026-01-07 15:30:57.204060+00:00
6770L,C,pre,A_1,7.0,A1 satisfaction,False,,3,2026-01-07 15:45:34.856389+00:00
6770L,C,pre,A_2,3.0,A2 intention clarity,False,Agency Index,3,2026-01-07 15:45:34.856389+00:00
6770L,C,pre,A_3,5.0,A3 steerability,False,Agency Index,3,2026-01-07 15:45:34.856389+00:00
6770L,C,pre,A_4,6.0,A4 interface workable,False,Agency Index,3,2026-01-07 15:45:34.856389+00:00
6770L,C,pre,A_5,6.0,A5 useful surprise,False,,3,2026-01-07 15:45:34.856389+00:00
6770L,C,pre,A_6,3.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-07 15:45:34.856389+00:00
6770L,C,pre,A_7,5.0,A7 others would find interesting,False,,3,2026-01-07 15:45:34.856389+00:00
6770L,C,post,B_1,4.0,B1 same-process,False,Intermediality Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_2,7.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_3,7.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_4,7.0,B4 constructive interference,False,Intermediality Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_5,1.0,B5 destructive interference,True,Intermediality Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_6,1.0,B6 overload,True,Intermediality Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_9,5.0,B9 plausible causal story,False,,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_10,5.0,B10 system autonomy,False,,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_11,7.0,B11 relied on visual cues,False,,3,2026-01-07 15:53:50.331995+00:00
6770L,C,post,B_12,7.0,B12 relied on theory cues,False,,3,2026-01-07 15:53:50.331995+00:00
5747E,C,post,B_1,4.0,B1 same-process,False,Intermediality Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_2,6.0,B2 balanced modalities,False,Intermediality Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_4,6.0,B4 constructive interference,False,Intermediality Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_5,2.0,B5 destructive interference,True,Intermediality Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_6,2.0,B6 overload,True,Intermediality Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_9,4.0,B9 plausible causal story,False,,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_10,2.0,B10 system autonomy,False,,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_11,4.0,B11 relied on visual cues,False,,1,2026-01-09 15:23:34.107590+00:00
5747E,C,post,B_12,1.0,B12 relied on theory cues,False,,1,2026-01-09 15:23:34.107590+00:00
6770L,A,end,rank,3.0,Preference rank (1=best),False,,1,2026-01-07 16:01:40.884478+00:00
6770L,B,end,rank,2.0,Preference rank (1=best),False,,2,2026-01-07 16:01:40.884478+00:00
6770L,C,end,rank,1.0,Preference rank (1=best),False,,3,2026-01-07 16:01:40.884478+00:00
6770L,C,end,most_intermedial,1.0,Most intermedial,False,,3,2026-01-07 16:01:40.884478+00:00
6770L,B,end,biggest_mismatch,1.0,Biggest mismatch,False,,2,2026-01-07 16:01:40.884478+00:00
7974C,B,pre,A_1,4.0,A1 satisfaction,False,,1,2026-01-07 17:58:52.403656+00:00
7974C,B,pre,A_2,6.0,A2 intention clarity,False,Agency Index,1,2026-01-07 17:58:52.403656+00:00
7974C,B,pre,A_3,4.0,A3 steerability,False,Agency Index,1,2026-01-07 17:58:52.403656+00:00
7974C,B,pre,A_4,2.0,A4 interface workable,False,Agency Index,1,2026-01-07 17:58:52.403656+00:00
7974C,B,pre,A_5,6.0,A5 useful surprise,False,,1,2026-01-07 17:58:52.403656+00:00
7974C,B,pre,A_6,3.0,A6 frustrating unpredictability,True,Agency Index,1,2026-01-07 17:58:52.403656+00:00
7974C,B,pre,A_7,3.0,A7 others would find interesting,False,,1,2026-01-07 17:58:52.403656+00:00
7974C,B,post,B_1,5.0,B1 same-process,False,Intermediality Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_3,4.0,B3 coherent/legible relationship,False,Intermediality Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_4,5.0,B4 constructive interference,False,Intermediality Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_5,3.0,B5 destructive interference,True,Intermediality Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_6,2.0,B6 overload,True,Intermediality Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_7,1.0,B7 expectation match,False,Mismatch Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_8,5.0,B8 interpretation change,False,Mismatch Index,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_9,6.0,B9 plausible causal story,False,,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_10,3.0,B10 system autonomy,False,,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_11,2.0,B11 relied on visual cues,False,,1,2026-01-07 18:12:29.371521+00:00
7974C,B,post,B_12,1.0,B12 relied on theory cues,False,,1,2026-01-07 18:12:29.371521+00:00
7974C,A,pre,A_1,6.0,A1 satisfaction,False,,2,2026-01-07 18:31:25.003301+00:00
7974C,A,pre,A_2,6.0,A2 intention clarity,False,Agency Index,2,2026-01-07 18:31:25.003301+00:00
7974C,A,pre,A_3,6.0,A3 steerability,False,Agency Index,2,2026-01-07 18:31:25.003301+00:00
7974C,A,pre,A_4,5.0,A4 interface workable,False,Agency Index,2,2026-01-07 18:31:25.003301+00:00
7974C,A,pre,A_5,4.0,A5 useful surprise,False,,2,2026-01-07 18:31:25.003301+00:00
7974C,A,pre,A_6,2.0,A6 frustrating unpredictability,True,Agency Index,2,2026-01-07 18:31:25.003301+00:00
7974C,A,pre,A_7,5.0,A7 others would find interesting,False,,2,2026-01-07 18:31:25.003301+00:00
7974C,A,post,B_1,2.0,B1 same-process,False,Intermediality Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_3,3.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_4,4.0,B4 constructive interference,False,Intermediality Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_5,4.0,B5 destructive interference,True,Intermediality Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_6,3.0,B6 overload,True,Intermediality Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_7,1.0,B7 expectation match,False,Mismatch Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_8,6.0,B8 interpretation change,False,Mismatch Index,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_9,5.0,B9 plausible causal story,False,,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_10,2.0,B10 system autonomy,False,,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_11,7.0,B11 relied on visual cues,False,,2,2026-01-07 18:47:12.018113+00:00
7974C,A,post,B_12,1.0,B12 relied on theory cues,False,,2,2026-01-07 18:47:12.018113+00:00
7974C,C,pre,A_1,5.0,A1 satisfaction,False,,3,2026-01-07 19:03:42.252726+00:00
7974C,C,pre,A_2,7.0,A2 intention clarity,False,Agency Index,3,2026-01-07 19:03:42.252726+00:00
7974C,C,pre,A_3,6.0,A3 steerability,False,Agency Index,3,2026-01-07 19:03:42.252726+00:00
7974C,C,pre,A_4,4.0,A4 interface workable,False,Agency Index,3,2026-01-07 19:03:42.252726+00:00
7974C,C,pre,A_5,5.0,A5 useful surprise,False,,3,2026-01-07 19:03:42.252726+00:00
7974C,C,pre,A_6,4.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-07 19:03:42.252726+00:00
7974C,C,pre,A_7,5.0,A7 others would find interesting,False,,3,2026-01-07 19:03:42.252726+00:00
7974C,C,post,B_1,6.0,B1 same-process,False,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_3,6.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_4,2.0,B4 constructive interference,False,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_5,4.0,B5 destructive interference,True,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_6,2.0,B6 overload,True,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_9,6.0,B9 plausible causal story,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_10,2.0,B10 system autonomy,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_11,7.0,B11 relied on visual cues,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_12,5.0,B12 relied on theory cues,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,A,end,rank,2.0,Preference rank (1=best),False,,2,2026-01-07 19:23:33.339269+00:00
7974C,B,end,rank,3.0,Preference rank (1=best),False,,1,2026-01-07 19:23:33.339269+00:00
7974C,C,end,rank,1.0,Preference rank (1=best),False,,3,2026-01-07 19:23:33.339269+00:00
7974C,C,end,most_intermedial,1.0,Most intermedial,False,,3,2026-01-07 19:23:33.339269+00:00
7974C,A,end,biggest_mismatch,1.0,Biggest mismatch,False,,2,2026-01-07 19:23:33.339269+00:00
5747E,A,post,B_1,6.0,B1 same-process,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_2,5.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_4,5.0,B4 constructive interference,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_5,2.0,B5 destructive interference,True,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_6,2.0,B6 overload,True,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_7,4.0,B7 expectation match,False,Mismatch Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_8,7.0,B8 interpretation change,False,Mismatch Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_9,1.0,B9 plausible causal story,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_10,4.0,B10 system autonomy,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_11,5.0,B11 relied on visual cues,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_12,1.0,B12 relied on theory cues,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,B,pre,A_1,6.0,A1 satisfaction,False,,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_2,3.0,A2 intention clarity,False,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_3,4.0,A3 steerability,False,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_4,4.0,A4 interface workable,False,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_5,4.0,A5 useful surprise,False,,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_6,2.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_7,2.0,A7 others would find interesting,False,,3,2026-01-09 15:58:02.468160+00:00
5747E,B,post,B_1,3.0,B1 same-process,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_4,4.0,B4 constructive interference,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_5,4.0,B5 destructive interference,True,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_6,2.0,B6 overload,True,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_7,4.0,B7 expectation match,False,Mismatch Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_8,6.0,B8 interpretation change,False,Mismatch Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_9,2.0,B9 plausible causal story,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_10,4.0,B10 system autonomy,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_11,2.0,B11 relied on visual cues,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_12,1.0,B12 relied on theory cues,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,A,end,rank,2.0,Preference rank (1=best),False,,2,2026-01-09 16:12:00.380092+00:00
5747E,B,end,rank,3.0,Preference rank (1=best),False,,3,2026-01-09 16:12:00.380092+00:00
5747E,C,end,rank,1.0,Preference rank (1=best),False,,1,2026-01-09 16:12:00.380092+00:00
5747E,C,end,most_intermedial,1.0,Most intermedial,False,,1,2026-01-09 16:12:00.380092+00:00
5747E,B,end,biggest_mismatch,1.0,Biggest mismatch,False,,3,2026-01-09 16:12:00.380092+00:00
